date,temperature_c,rainfall_mm,humidity_pct,soil_moisture_pct,heat_index,stress_level,risk_level
2024-02-09,24.4,12.6,73.2,57.3,17.86,Low,Safe
2024-02-10,35.9,26.8,63.7,30.1,22.87,Medium,Alert
2024-02-11,25.8,24.5,82.2,67.9,21.21,Low,Safe
2024-02-12,18.2,10.3,80.3,38.4,14.61,Medium,Alert
2024-02-13,36.1,7.8,69.3,36.3,25.02,Medium,Alert
2024-02-14,19.8,11.4,83.4,27.4,16.51,Medium,Alert
2024-02-15,24.4,17.7,50.3,35.3,12.27,Medium,Alert
2024-02-16,37.0,8.0,45.6,63.8,16.87,High,Critical
2024-02-17,37.0,18.7,53.5,69.8,19.8,High,Critical
2024-02-18,29.5,12.3,42.9,38.4,12.66,Medium,Alert
2024-02-19,30.6,16.6,66.6,42.4,20.38,Medium,Alert
2024-02-20,27.0,13.1,86.8,56.1,23.44,Low,Safe
2024-02-21,23.9,8.8,42.0,64.3,10.04,Low,Safe
2024-02-22,24.6,28.5,46.1,49.7,11.34,Low,Safe
2024-02-23,31.5,22.9,62.6,39.6,19.72,Medium,Alert
2024-02-24,33.0,4.2,86.7,40.6,28.61,Medium,Alert
2024-02-25,33.8,26.1,55.8,54.8,18.86,High,Critical
2024-02-26,33.8,14.6,65.4,20.2,22.11,Medium,Alert
2024-02-27,19.8,26.8,42.1,51.0,8.34,Low,Safe
2024-02-28,27.9,24.0,47.4,37.8,13.22,Medium,Alert
2024-02-29,19.2,12.8,89.3,59.7,17.15,Low,Safe
2024-03-01,29.0,0.7,88.3,24.6,25.61,Medium,Alert
2024-03-02,26.8,8.1,40.2,49.4,10.77,Low,Safe
2024-03-03,35.8,16.2,87.6,44.0,31.36,Medium,Alert
2024-03-04,25.0,19.0,72.0,52.1,18.0,Low,Safe
2024-03-05,20.3,7.7,83.4,23.2,16.93,Medium,Alert
2024-03-06,20.9,4.2,62.7,49.0,13.1,Low,Safe
2024-03-07,33.2,25.0,65.8,48.1,21.85,High,Critical
2024-03-08,30.4,29.5,64.4,48.0,19.58,Medium,Alert
2024-03-09,20.0,15.8,73.3,50.2,14.66,Low,Safe
2024-03-10,19.7,5.2,47.0,53.8,9.26,Low,Safe
2024-03-11,32.0,8.2,41.5,60.2,13.28,Medium,Alert
2024-03-12,19.5,0.6,55.4,33.5,10.8,Medium,Alert
2024-03-13,34.4,27.4,75.2,61.3,25.87,High,Critical
2024-03-14,32.1,3.5,50.1,44.9,16.08,Medium,Alert
2024-03-15,19.6,17.3,73.7,23.9,14.45,Medium,Alert
2024-03-16,19.7,8.2,88.5,22.9,17.43,Medium,Alert
2024-03-17,37.7,16.6,44.7,36.7,16.85,Medium,Alert
2024-03-18,25.5,19.5,73.6,59.2,18.77,Low,Safe
2024-03-19,25.4,24.9,62.2,55.4,15.8,Low,Safe
2024-03-20,34.3,6.2,83.4,59.4,28.61,High,Critical
2024-03-21,36.9,0.3,48.9,45.9,18.04,High,Critical
2024-03-22,37.7,4.1,74.6,42.0,28.12,Medium,Alert
2024-03-23,33.1,27.0,81.9,27.4,27.11,Medium,Alert
2024-03-24,25.5,26.2,87.2,36.4,22.24,Medium,Alert
2024-03-25,19.7,17.9,74.2,41.7,14.62,Medium,Alert
2024-03-26,33.5,18.0,64.9,24.4,21.74,Medium,Alert
2024-03-27,29.2,20.0,70.9,31.0,20.7,Medium,Alert
2024-03-28,26.5,5.3,83.4,49.9,22.1,Low,Safe
2024-03-29,36.1,27.4,68.5,56.8,24.73,High,Critical
2024-03-30,20.2,12.6,41.5,69.9,8.38,Low,Safe
2024-03-31,27.9,11.5,86.5,66.7,24.13,Low,Safe
2024-04-01,18.2,15.6,74.5,52.1,13.56,Low,Safe
2024-04-02,27.4,1.4,73.8,41.1,20.22,Medium,Alert
2024-04-03,19.1,5.0,50.8,51.8,9.7,Low,Safe
2024-04-04,20.4,22.1,72.9,59.3,14.87,Low,Safe
2024-04-05,20.4,2.5,59.7,25.9,12.18,Medium,Alert
2024-04-06,31.0,18.1,72.6,40.5,22.51,Medium,Alert
2024-04-07,32.9,7.4,45.3,62.0,14.9,High,Critical
2024-04-08,29.7,11.7,72.9,39.2,21.65,Medium,Alert
2024-04-09,37.2,8.7,90.0,48.6,33.48,High,Critical
2024-04-10,25.5,10.7,42.4,49.4,10.81,Low,Safe
2024-04-11,23.7,21.6,88.9,29.2,21.07,Medium,Alert
2024-04-12,35.4,8.9,60.3,38.1,21.35,Medium,Alert
2024-04-13,22.5,17.0,83.5,36.7,18.79,Medium,Alert
2024-04-14,37.3,14.3,79.1,21.3,29.5,Medium,Alert
2024-04-15,18.2,19.9,68.4,21.2,12.45,Medium,Alert
2024-04-16,37.4,28.1,76.9,61.6,28.76,High,Critical
2024-04-17,18.9,22.0,83.9,33.7,15.86,Medium,Alert
2024-04-18,35.8,6.4,60.2,45.9,21.55,High,Critical
2024-04-19,28.6,0.9,56.4,34.9,16.13,Medium,Alert
2024-04-20,37.9,7.9,73.4,67.0,27.82,High,Critical
2024-04-21,19.5,17.9,80.4,33.0,15.68,Medium,Alert
2024-04-22,29.1,1.5,78.1,41.5,22.73,Medium,Alert
2024-04-23,37.4,14.9,79.9,63.6,29.88,High,Critical
2024-04-24,28.5,17.9,61.8,62.1,17.61,Low,Safe
2024-04-25,30.6,10.0,80.9,29.3,24.76,Medium,Alert
2024-04-26,31.9,23.1,46.0,60.1,14.67,Medium,Alert
2024-04-27,27.1,3.2,67.2,42.9,18.21,Medium,Alert
2024-04-28,30.6,2.3,40.3,44.1,12.33,Medium,Alert
2024-04-29,29.7,21.8,56.2,26.7,16.69,Medium,Alert
2024-04-30,36.0,14.9,58.3,24.0,20.99,Medium,Alert
2024-05-01,18.9,20.7,59.8,56.4,11.3,Low,Safe
2024-05-02,23.6,13.0,74.8,44.8,17.65,Medium,Alert
2024-05-03,37.0,7.4,59.4,41.8,21.98,Medium,Alert
2024-05-04,35.8,24.6,62.4,56.5,22.34,High,Critical
2024-05-05,27.1,24.0,51.9,58.3,14.06,Low,Safe
2024-05-06,30.4,20.8,58.7,27.9,17.84,Medium,Alert
2024-05-07,23.5,8.2,51.4,50.5,12.08,Low,Safe
2024-05-08,21.8,17.7,43.7,26.8,9.53,Medium,Alert
2024-05-09,27.3,10.8,70.2,57.6,19.16,Low,Safe
2024-05-10,25.1,2.7,73.4,52.8,18.42,Low,Safe
2024-05-11,29.7,27.5,71.0,67.8,21.09,Medium,Alert
2024-05-12,19.6,4.1,63.2,23.4,12.39,Medium,Alert
2024-05-13,37.5,28.5,59.0,22.9,22.12,Medium,Alert
2024-05-14,37.7,13.4,83.2,34.1,31.37,Medium,Alert
